Date,Time,Booking ID,Customer ID,Booking Status,Vehicle Type,Pickup Location,Drop Location,Vehicle Turn Around Time,Customer Turn Around Time,Cancelled Ride by Customer,Cancelled Ride by Driver,Reason of Cancellation By Customer,Reason of Cancellation By Driver,Incomplete Rides,Reason for Incomplete Ride,Booking Amount,Payment Method,Ride Distance,Driver rating,Customer rating,Driver ID,Wait Time,Surge Multiplier
2025-04-04,07:45:22,BIDA40UFZS8,CIDFIQ85QS6,Completed,Sedan,Thomasfort,Cherylhaven,6.53,4.69,No,No,None,None,Complete,None,625.26,UPI,11.3,3.3,3.4,DIDRBDMCGCT,14.81,1.5
2024-09-23,17:57:25,BIDNGJFQL7H,CID90A9QM04,Completed,Mini,Davisland,Stephenmouth,19.42,3.35,No,No,None,None,Complete,None,387.64,Credit Card,25.12,4.0,3.0,DIDWQAY6V5V,12.06,1.5
2024-06-14,08:34:07,BID44LUZFMG,CIDKRFJ0DH2,Completed,SUV,Lake Lisatown,Jonathanland,8.92,9.82,No,No,None,None,Complete,None,260.57,Cash,4.69,3.9,3.0,DIDD6SN57U7,14.28,1.0
2024-12-17,14:27:30,BIDA1A6SASZ,CIDN389RUHA,Completed,Bike,Rhodesbury,Robertsmouth,19.9,6.32,No,No,None,None,Complete,None,748.25,Cash,36.2,3.1,4.3,DIDBXARKTK0,17.69,1.2
2024-12-07,02:43:29,BIDZXBKQAO5,CID6C9S6XDN,Completed,Auto,East Austinberg,New Robert,12.34,12.46,No,No,None,None,Complete,None,60.15,Credit Card,20.07,4.2,3.0,DIDN99IMU3G,18.74,2.0
2024-07-06,10:26:26,BID40D5JNDV,CID3GRH5GWS,Completed,SUV,Clineburgh,East Austinberg,12.68,3.58,No,No,None,None,Complete,None,556.98,Cash,21.11,4.3,4.5,DIDKG1A39E0,10.7,1.2
2024-08-18,12:06:36,BIDO5K1P77O,CIDOMKE3HKX,Completed,Sedan,Coreyburgh,Port Carltown,25.17,4.16,No,No,None,None,Complete,None,697.94,Net Banking,46.32,3.5,3.7,DIDJWIAVT1C,2.89,1.2
2025-06-01,19:22:04,BIDO7EEZQQ5,CID06YLWA5L,Completed,Mini,Aguirrefort,North Alejandrostad,17.45,11.95,No,No,None,None,Complete,None,657.57,UPI,23.3,3.4,3.5,DIDIRS3WNCS,4.41,1.0
2025-04-01,00:58:33,BID2CANDUZQ,CIDT3UOWB9U,Completed,Bike,New Kristin,East Ashley,14.95,13.12,No,No,None,None,Complete,None,377.94,Wallet,26.35,4.1,4.8,DID6H53XG5N,17.72,1.0
2024-08-05,09:41:23,BIDZDAFUSP4,CID10XNDIXF,Completed,Sedan,Lake Matthewville,Coreyburgh,14.71,11.76,No,No,None,None,Complete,None,329.83,Net Banking,44.85,3.1,3.2,DIDTNUVHLQB,5.16,1.0
2024-12-30,08:38:36,BIDS3SQVY89,CIDSQO05DT6,Completed,Mini,North Alejandrostad,South Emmaview,26.53,7.44,No,No,None,None,Complete,None,722.37,Net Banking,46.01,3.4,4.0,DID3L96DRRE,18.76,1.5
2024-08-08,08:37:12,BIDQAZ2NE06,CIDJLU86R6H,Completed,Sedan,East Austinberg,New Robert,18.97,12.05,No,No,None,None,Complete,None,702.73,Credit Card,15.8,4.6,3.8,DIDMJ2DSWPP,19.2,1.0
2025-06-06,08:13:30,BIDHQTBCEGL,CIDXD86OHXB,Incomplete,Sedan,North Alejandrostad,Clineburgh,24.88,4.7,No,No,None,None,Incomplete,Vehicle issue,221.11,Credit Card,48.78,4.2,4.7,DIDX1ZWEPS7,11.4,1.0
2025-02-04,06:20:23,BIDJRFVXT8J,CIDAONDK66N,Completed,SUV,East Austinberg,North Alejandrostad,9.53,7.84,No,No,None,None,Complete,None,251.96,Cash,19.89,4.4,4.8,DIDTGIOMAKP,6.49,1.5
2025-01-22,22:20:05,BIDB8LOUWFN,CIDAHRLAI99,Completed,Mini,North Alejandrostad,South Emmaview,28.58,8.63,No,No,None,None,Complete,None,200.75,Net Banking,23.9,4.1,3.2,DID1LUV6JKE,14.5,1.0
2024-12-08,21:08:07,BIDX4ARB8H5,CID7E7EUGUB,Completed,Auto,East Christopher,Stanleyton,6.61,4.65,No,No,None,None,Complete,None,191.94,UPI,9.58,4.0,3.9,DID6FR7OEDD,11.72,1.0
2025-05-27,16:58:48,BIDFD6XM5MZ,CIDI9LLOYYT,Completed,Sedan,East Christopher,North Alejandrostad,12.51,9.42,No,No,None,None,Complete,None,528.7,UPI,40.44,3.9,3.7,DIDGGLKNHO6,17.64,1.5
2025-02-10,16:24:44,BIDWROQ9U6N,CIDUHJ96CAX,Completed,Auto,Seanburgh,New Kristin,7.14,13.6,No,No,None,None,Complete,None,297.8,Cash,12.83,4.8,3.9,DID8954AD2O,19.7,1.0
2025-05-10,21:56:43,BID0F2196DO,CID3QJEV9TA,Completed,SUV,Jonathanland,Harrisshire,5.25,4.59,No,No,None,None,Complete,None,71.48,Net Banking,41.46,4.4,3.1,DIDKOQIVGOS,11.06,1.5
2024-11-07,17:25:42,BIDCY286VB8,CIDAKIAQLNW,Completed,Auto,North Alejandrostad,Andreachester,17.68,9.37,No,No,None,None,Complete,None,655.23,Cash,39.92,4.3,3.8,DIDXF8V112R,4.8,1.0
2025-05-11,11:51:15,BID0O5VN2FT,CIDU3E32OA6,Completed,Bike,New Harold,East Christopher,29.07,10.81,No,No,None,None,Complete,None,195.69,UPI,7.46,4.9,4.7,DIDQYVEEOQR,3.19,1.0
2024-10-28,20:11:44,BIDU1Y6T0S7,CIDZP5HJGHH,Completed,Bike,Emilychester,Aguirrefort,29.05,6.96,No,No,None,None,Complete,None,349.75,Credit Card,32.96,4.9,4.1,DIDJ170DNUT,4.15,1.5
2024-10-30,06:23:49,BIDQADU946K,CIDIG4UPK32,Completed,Auto,Andreachester,Robertsmouth,18.91,12.88,No,No,None,None,Complete,None,311.06,Credit Card,30.32,4.2,3.5,DIDWPOGV34U,8.05,1.0
2024-10-22,20:56:40,BID30VB6TD4,CIDHOKTTO39,Incomplete,Sedan,South Emmaview,South Anthonymouth,28.83,8.12,No,No,None,None,Incomplete,Vehicle issue,537.35,Wallet,30.38,4.5,4.4,DID0QFUQYQS,13.63,1.2
2024-12-05,12:39:20,BIDEAYDG59E,CID81W0VFN7,Completed,Auto,South Anthonymouth,West Douglas,20.76,3.78,No,No,None,None,Complete,None,202.29,Net Banking,3.32,3.3,4.7,DID0BU9WFZC,1.38,2.0
2025-03-22,09:52:36,BIDZHW63NIT,CIDMHM1FXCZ,Cancelled,Sedan,Mcmahonbury,New Leslieville,14.46,11.61,No,Yes,None,Personal emergency,Complete,None,208.95,UPI,36.76,3.6,4.2,DIDZ679RWK8,3.97,1.0
2024-09-19,11:37:50,BIDQD112ODL,CIDQ4YS9BJR,Completed,Bike,Jonesberg,Clineburgh,11.36,7.88,No,No,None,None,Complete,None,136.66,UPI,22.15,3.5,3.1,DIDNX4ZN522,17.47,1.0
2024-06-26,14:34:11,BIDVOAFD9BY,CIDPSXQRT93,Completed,Bike,Kennethburgh,Port Mackenzie,26.6,1.71,No,No,None,None,Complete,None,577.85,Cash,21.34,3.2,5.0,DID3V7MRBOG,8.2,1.0
2024-08-19,00:35:48,BIDCDBFNQRJ,CIDROYNW0IG,Cancelled,Auto,Jonesberg,Davisland,23.0,5.7,Yes,No,None,None,Complete,None,433.63,Wallet,21.26,4.6,4.0,DIDM577CIBO,3.69,1.0
2024-11-08,15:57:46,BIDF8KB6ESV,CIDR921KT0R,Completed,Auto,Stanleyton,Lake Matthewville,16.44,2.92,No,No,None,None,Complete,None,578.7,Wallet,38.19,4.8,4.9,DIDAP09YDW4,12.11,1.2
2025-05-03,04:08:33,BIDCLG8C193,CID7W88VZU4,Completed,Mini,Clineburgh,Port Mackenzie,14.13,9.52,No,No,None,None,Complete,None,782.74,Credit Card,32.08,3.9,4.9,DIDHKISB29L,12.72,1.0
2024-11-03,08:33:21,BID5GN6KKQ1,CIDRNS6379C,Completed,Mini,Davistown,New Harold,28.55,3.38,No,No,None,None,Complete,None,731.59,Net Banking,8.93,3.1,3.4,DID2S6R0J34,12.01,1.2
2025-02-13,12:07:40,BID30DI35I6,CIDQV33NIM3,Completed,Bike,Andreachester,Simpsontown,28.37,6.41,No,No,None,None,Complete,None,681.09,Wallet,30.66,4.4,4.4,DIDHBIWQ1F7,11.96,1.0
2024-08-13,14:02:22,BIDTBL0XVFR,CIDI97Y3YVL,Completed,Mini,West Douglas,Port Carltown,12.6,1.95,No,No,None,None,Complete,None,413.61,UPI,36.65,3.5,3.2,DID8B60EOZI,2.23,1.0
2024-11-15,13:07:20,BID4D8VXR7I,CIDOCV0GERC,Completed,Auto,Kevinhaven,Lake Lisatown,26.86,13.59,No,No,None,None,Complete,None,433.68,UPI,36.86,3.0,3.7,DIDWY9KOWEP,3.45,1.0
2025-01-02,15:58:50,BIDRZMGOSBU,CIDM8QMCSYJ,Cancelled,SUV,Moorefurt,New Kevinberg,9.6,3.25,No,Yes,None,Personal emergency,Complete,None,650.69,Credit Card,13.14,3.5,3.3,DID0OVKCF7V,13.19,1.2
2025-04-18,17:36:01,BID0KCLR0NP,CIDQTEYKZJS,Completed,Auto,Stephenmouth,Thomasfort,21.54,12.78,No,No,None,None,Complete,None,57.55,Wallet,10.98,3.6,3.9,DID0ZWPZAFH,6.83,2.0
2024-10-25,16:34:45,BID63VF5IJU,CIDX8PLRS90,Completed,Mini,Port Jeremyberg,Davisland,6.18,11.38,No,No,None,None,Complete,None,640.98,Wallet,49.62,3.9,3.2,DIDDMQPOY05,5.04,1.5
2025-01-14,02:10:57,BIDVYO3B3E5,CIDTTMPG8J7,Completed,SUV,East Austinberg,Port Carltown,17.95,1.49,No,No,None,None,Complete,None,529.84,UPI,36.99,3.6,4.4,DIDQOAGEQ8G,0.66,1.2
2025-03-17,04:11:53,BIDB6ESSLV4,CIDFDXWAI4V,Completed,Auto,East Austinberg,Cherylhaven,28.15,4.82,No,No,None,None,Complete,None,696.66,Net Banking,15.9,3.2,4.3,DIDXARVJH59,2.32,1.0
2024-12-29,15:21:18,BID1UHV9V9K,CIDP0N62RAY,Completed,Sedan,Samuelbury,Christineton,18.19,14.45,No,No,None,None,Complete,None,264.3,UPI,10.73,3.9,4.4,DIDH1J2BTFN,4.95,1.0
2025-01-22,20:41:10,BIDJ9TQWZ0S,CID2KK8OQ8B,Cancelled,Auto,Aguirrefort,Simpsontown,12.55,11.99,No,Yes,None,Vehicle breakdown,Complete,None,406.83,Cash,47.07,4.6,4.8,DID6EPGYCD7,16.54,1.2
2025-01-25,07:17:42,BIDBZOOU598,CIDEWB25LI1,Completed,Mini,North Brian,New Robert,27.15,10.12,No,No,None,None,Complete,None,386.01,Cash,46.65,3.6,3.1,DIDGPWNCZX2,1.0,2.0
2024-08-09,21:03:42,BIDYOHLUQWG,CIDRBTO67ZY,Completed,SUV,East Ashley,Gibsonport,28.55,13.05,No,No,None,None,Complete,None,138.79,UPI,48.66,4.7,3.4,DID0J5QE82B,16.75,1.0
2025-05-13,08:16:05,BIDFWTE2V27,CIDUCA6JB0F,Completed,SUV,West Emily,East Christopher,5.97,8.54,No,No,None,None,Complete,None,517.6,UPI,8.11,3.5,4.7,DID3SYTYBZF,8.6,1.5
2024-10-17,21:01:01,BIDVALEHJBW,CID22PNFBCT,Completed,Mini,Coreyburgh,New Harold,20.18,8.41,No,No,None,None,Complete,None,742.15,Credit Card,34.37,5.0,4.5,DIDSZ5UWBGI,4.92,1.2
2024-08-17,04:00:04,BIDACB1AAX4,CID9L23YJCW,Completed,Auto,Moorefurt,Stanleyton,13.86,6.06,No,No,None,None,Complete,None,643.25,Net Banking,33.25,5.0,3.2,DID3C8MCH8J,7.95,1.2
2024-08-17,09:31:21,BIDJF6K1DT5,CIDLUN3W0IL,Completed,Mini,Aguirrefort,South Emmaview,17.49,8.91,No,No,None,None,Complete,None,764.89,Credit Card,16.25,3.9,3.0,DIDPEIPWISL,15.4,1.5
2025-04-07,18:57:33,BIDB0RFQ4H3,CID5UEPOPSX,Completed,Mini,Robertsmouth,Seanburgh,15.22,9.11,No,No,None,None,Complete,None,670.79,Net Banking,46.79,3.6,4.9,DIDD5XNAOY3,17.49,1.0
2024-09-07,08:37:08,BID5L37XQSH,CIDQEHSO094,Cancelled,Bike,Katieland,New Kristin,14.23,9.16,Yes,No,Booked by mistake,None,Complete,None,162.05,Net Banking,42.85,4.1,4.4,DIDPMLPTQ04,13.16,1.2
2024-06-12,18:48:29,BIDND9FN9U6,CIDCIEKEFRH,Completed,SUV,Stephenmouth,New Harold,5.94,6.34,No,No,None,None,Complete,None,250.75,Net Banking,47.56,3.0,5.0,DIDR8SEO6N0,3.09,1.5
2025-06-01,19:49:02,BIDVLIE3P8L,CIDAW12HK4M,Completed,Sedan,Simpsontown,Emilychester,27.68,6.13,No,No,None,None,Complete,None,296.49,Net Banking,45.79,4.5,3.4,DID90X5CN5K,3.05,2.0
2024-09-09,22:16:28,BIDH3AOKGJB,CIDZ1O4OF36,Completed,Bike,Aguirrefort,East Ashley,7.48,10.27,No,No,None,None,Complete,None,473.02,Net Banking,45.95,3.3,3.8,DIDLP7Y9JWV,16.2,1.0
2025-04-21,11:42:22,BIDJWG10AQO,CIDUH7D20XE,Completed,Sedan,Kimberlyfurt,Port Jeremyberg,8.3,1.55,No,No,None,None,Complete,None,131.96,Cash,7.75,4.6,5.0,DIDS1G4JFZ1,3.38,1.5
2024-06-10,10:23:41,BIDAL0QGMZ9,CIDIIE8P87K,Completed,Auto,Seanburgh,Martinezmouth,19.79,4.45,No,No,None,None,Complete,None,443.57,Wallet,39.67,3.9,4.1,DID8II2Y36P,12.85,1.0
2025-01-24,08:48:49,BID55CN2I3Z,CIDZX2U4CNY,Completed,Bike,Emilychester,New Barbarafort,17.5,11.31,No,No,None,None,Complete,None,339.6,Wallet,31.64,3.3,4.5,DID3YDQE793,5.35,1.2
2025-01-16,18:46:28,BIDDTX64885,CIDP91Q544X,Cancelled,Bike,Harrisshire,Seanburgh,13.08,11.58,Yes,No,None,None,Complete,None,636.0,Wallet,4.29,3.7,4.4,DIDXSW4ODZW,10.69,1.2
2025-02-06,11:40:16,BIDZMMIK7KM,CIDKTXW3JTW,Completed,SUV,Seanburgh,Rhodesbury,7.45,8.13,No,No,None,None,Complete,None,60.08,Net Banking,44.25,3.8,3.1,DIDBQ3ELD2A,17.55,1.2
2024-12-21,10:56:57,BID63ISZ7G0,CIDICMFR6B9,Incomplete,SUV,Robertsmouth,Samuelbury,10.59,2.17,No,No,None,None,Incomplete,Rider did not show,77.87,Cash,1.03,3.9,4.0,DID2FSNQ15O,19.4,1.2
2025-03-03,13:55:57,BIDKLH8G37J,CIDN7RE6BY3,Completed,Sedan,Davisland,Jonesberg,16.93,9.7,No,No,None,None,Complete,None,308.46,Net Banking,29.82,3.7,4.8,DIDHJDF2G3H,16.28,1.2
2025-03-20,22:58:01,BIDZKLDV3BI,CIDNZH6I4O8,Cancelled,Mini,Christineton,Lake Matthewville,25.57,1.14,Yes,No,Booked by mistake,None,Complete,None,120.53,UPI,22.63,4.2,4.7,DID1VSVQ87A,6.45,1.0
2024-07-14,10:18:46,BIDWKHEBUU1,CIDDQK372A0,Cancelled,Mini,Clineburgh,East Austinberg,23.05,11.23,No,Yes,None,Other,Complete,None,725.34,Net Banking,43.09,3.2,4.6,DIDJATBOG5Y,14.48,1.0
2024-12-04,16:00:42,BID4GOFJESS,CIDFCVUPDVJ,Completed,Mini,Seanburgh,East Ashley,29.34,3.53,No,No,None,None,Complete,None,567.59,UPI,38.05,4.2,3.2,DID3942OK4T,12.85,1.2
2025-01-24,12:26:50,BIDPE6HC5SB,CID1UEXOW41,Completed,Bike,Lake Matthewville,Harrisshire,14.2,9.48,No,No,None,None,Complete,None,350.56,Cash,36.22,3.4,3.1,DIDJOQXAAX0,10.54,1.0
2024-08-10,10:44:28,BIDDQS5IOD9,CID5ET57C0Q,Completed,Bike,South Emmaview,East Austinberg,17.04,11.56,No,No,None,None,Complete,None,466.51,Cash,11.86,4.5,4.2,DIDZWAPWB3N,19.76,1.0
2024-10-03,12:18:20,BIDFCOBJMR2,CIDVXG8A1ZR,Completed,SUV,Emilychester,Stephenmouth,13.14,3.49,No,No,None,None,Complete,None,243.46,Credit Card,24.97,3.6,3.1,DIDZDHWR32U,15.84,1.0
2024-08-31,14:04:26,BIDMKPPZ4QD,CIDRN3T97UD,Completed,Mini,Stephenmouth,Clineburgh,29.21,3.27,No,No,None,None,Complete,None,420.12,UPI,31.89,4.4,4.7,DIDWTZOBQJH,6.43,1.0
2025-06-02,00:14:52,BID14R4YIZJ,CIDMOQBYF2Y,Completed,Bike,West Douglas,Seanburgh,13.25,1.61,No,No,None,None,Complete,None,588.55,Wallet,4.6,3.5,4.3,DID3XPERNLI,15.45,2.0
2025-01-26,23:22:10,BID7F8ZI2LU,CID0UTXQ6U6,Completed,SUV,Seanburgh,Christineton,21.34,3.22,No,No,None,None,Complete,None,455.2,Credit Card,29.01,3.3,3.6,DID0FV7OC78,0.23,1.5
2025-02-04,23:49:20,BIDNG1N9RV0,CIDKPT9YYUQ,Completed,Bike,Simpsontown,East Austinberg,15.87,10.57,No,No,None,None,Complete,None,348.09,Credit Card,48.21,4.0,4.1,DIDFBON7OHG,1.42,1.0
2024-08-03,02:12:01,BIDK5E5L1F1,CIDNXLLQUHO,Completed,Auto,Simpsontown,Thomasfort,24.34,4.92,No,No,None,None,Complete,None,157.07,Cash,47.07,3.5,3.1,DIDRDMBG3V2,19.73,1.0
2024-07-25,13:23:52,BIDL8YJSD8M,CID0H121IVK,Completed,Mini,North Brian,Port Carltown,6.59,14.67,No,No,None,None,Complete,None,156.51,Net Banking,2.32,4.5,3.5,DIDH39BAR5F,16.4,1.0
2024-06-21,21:33:27,BIDS1N50N58,CIDC2TBUSF0,Completed,Bike,New Kristin,Jonathanland,6.08,13.83,No,No,None,None,Complete,None,746.75,Credit Card,27.88,4.6,4.7,DIDM5Q8ZU6D,2.89,1.0
2025-04-03,15:15:16,BID7P0TVUQE,CIDSINDCFDM,Completed,SUV,Katieland,Port Jeremyberg,11.18,11.09,No,No,None,None,Complete,None,521.72,Credit Card,10.7,3.1,3.4,DID0GLQNRJM,7.45,2.0
2024-06-25,05:52:52,BIDCD1Q8FJW,CIDJBY258TG,Completed,Sedan,Rhodesbury,Davistown,13.83,13.65,No,No,None,None,Complete,None,532.41,Cash,1.27,3.3,3.7,DID40DPZDB0,8.86,1.0
2025-06-08,19:31:29,BIDYHKI5RW2,CID99H36JEW,Completed,SUV,New Barbarafort,Lake Lisatown,18.07,14.44,No,No,None,None,Complete,None,67.39,Net Banking,31.05,4.1,3.2,DID851FDNLL,18.68,1.2
2024-12-06,21:52:39,BID5B3FUI5V,CID9011TH0X,Completed,Auto,New Leslieville,East Austinberg,14.02,13.91,No,No,None,None,Complete,None,404.61,Wallet,35.71,4.9,4.3,DIDJX1TKGB9,5.95,1.0
2024-11-12,05:15:38,BID7R2QE9Q2,CID8ER30TLB,Completed,Auto,Christinafurt,New Leslieville,15.24,2.36,No,No,None,None,Complete,None,264.86,Cash,40.59,4.7,4.5,DID6XKBKE6X,2.53,1.0
2024-07-15,03:53:39,BIDJ44XNOFW,CIDK6XAQPRN,Incomplete,Auto,West Douglas,Clineburgh,21.17,11.55,No,No,None,None,Incomplete,Vehicle issue,354.07,Cash,26.59,3.3,4.3,DIDGNU20P1C,6.67,1.0
2024-11-18,18:27:03,BIDR68T214Z,CID0D9BUVMO,Completed,Auto,New Barbarafort,Christinafurt,16.48,13.57,No,No,None,None,Complete,None,577.75,Credit Card,5.32,3.4,4.0,DIDELZGP3OF,6.75,1.0
2025-01-20,04:05:47,BIDE0OCNS2S,CIDNPEDCLU6,Completed,SUV,North Brian,Christinafurt,5.52,1.72,No,No,None,None,Complete,None,612.33,Cash,10.79,4.3,4.3,DIDOFGANF5E,19.55,1.0
2024-12-03,21:43:16,BIDUO25JTH5,CID5DF136PN,Completed,Sedan,Christinafurt,Port Carltown,8.17,4.08,No,No,None,None,Complete,None,596.01,UPI,28.41,3.7,3.7,DID4GBG6D9S,8.15,1.0
2025-05-03,06:00:26,BIDDUPRPPW4,CID3RXXPEHC,Cancelled,Sedan,Davisland,North Brian,28.3,8.57,Yes,No,Driver delayed,None,Complete,None,555.49,Credit Card,10.4,4.7,4.2,DIDLG70CYKE,1.82,1.0
2025-02-24,09:31:49,BIDWBYLT1FY,CIDTUF2NXMF,Completed,Auto,Clineburgh,Christineton,18.2,5.05,No,No,None,None,Complete,None,501.32,Cash,13.53,3.9,4.0,DID78ZHKZBN,0.95,1.0
2025-01-24,16:30:45,BID67S4I174,CIDTGWEKIWO,Completed,Bike,Samuelbury,Coreyburgh,18.15,2.8,No,No,None,None,Complete,None,486.62,Credit Card,42.08,4.5,3.4,DIDUZKXQU3S,0.89,1.0
2025-04-14,08:47:08,BIDKTHI1WVJ,CIDT74D8BJD,Completed,Mini,New Harold,New Barbarafort,10.05,10.88,No,No,None,None,Complete,None,577.38,Credit Card,41.31,3.8,3.0,DIDQQIV2EQO,17.03,1.2
2025-05-30,13:44:43,BID6UN1O0UV,CID82QN3EHD,Completed,SUV,Kevinhaven,Andreachester,8.48,9.95,No,No,None,None,Complete,None,328.89,Wallet,34.13,4.9,3.8,DID3R3JL4QR,17.77,1.0
2024-12-10,19:01:42,BIDD8QIUUFD,CID0XVJCQ0G,Completed,Auto,Kimberlyfurt,West Douglas,28.92,10.81,No,No,None,None,Complete,None,76.71,Credit Card,36.27,4.2,5.0,DID0X4SW2RK,1.96,1.0
2024-08-01,04:17:48,BIDGT47VLZC,CIDH03JFQ63,Completed,Bike,Stanleyton,Aguirrefort,16.94,9.43,No,No,None,None,Complete,None,197.0,Cash,33.99,3.6,4.3,DIDVXMTWIVY,1.01,1.2
2024-10-19,07:28:12,BID9746A9ZW,CIDOH044WMZ,Completed,Bike,Coreyburgh,Johnfort,18.37,4.69,No,No,None,None,Complete,None,419.26,UPI,41.98,4.7,3.1,DID4EXY9A33,13.83,1.0
2025-01-29,22:42:05,BIDQOG36NKJ,CID01UGQD40,Completed,Bike,Simpsontown,East Austinberg,5.1,1.67,No,No,None,None,Complete,None,394.5,Cash,21.16,4.4,5.0,DIDZQ1VVIIL,15.45,1.0
2025-05-24,00:20:38,BID43HP1DU4,CIDCT8GLZPG,Completed,SUV,Emilychester,Moorefurt,27.82,2.53,No,No,None,None,Complete,None,507.41,Wallet,18.9,4.2,4.1,DIDJ1YLEXCT,10.54,1.0
2024-12-26,03:17:50,BIDPBD0K2MN,CID58OACBF1,Completed,Sedan,Martinezmouth,Port Jeremyberg,21.54,14.84,No,No,None,None,Complete,None,273.58,UPI,29.29,3.2,4.3,DID8YQLJCPG,6.07,2.0
2024-06-27,06:31:24,BIDNBKLDQIL,CIDEX0Y3KQY,Completed,Mini,Kennethburgh,Christineton,19.56,8.57,No,No,None,None,Complete,None,181.42,UPI,18.8,3.8,4.8,DID9D1DV0OI,19.48,1.0
2025-04-20,22:23:56,BID7RJASKUT,CIDN3W6N0T4,Completed,Sedan,Lake Matthewville,Martinezmouth,5.12,10.75,No,No,None,None,Complete,None,57.76,Credit Card,9.59,3.8,4.3,DIDR0KI8CT6,10.44,1.5
2025-05-28,20:48:30,BIDQT2Z4RRF,CID17US9948,Completed,Auto,Port Carltown,South Emmaview,10.57,10.89,No,No,None,None,Complete,None,139.38,Wallet,31.63,4.5,4.0,DIDT1J60WJQ,7.63,1.0
2025-02-11,17:40:15,BIDIOP97X0R,CIDELQKZ2KK,Completed,Auto,Port Jeremyberg,Port Mackenzie,7.97,14.06,No,No,None,None,Complete,None,469.4,Cash,6.55,3.1,3.1,DIDX26PFHNK,19.71,1.0
2025-01-30,06:32:39,BIDMVNUT8NH,CIDECTB4UP4,Completed,Auto,West Douglas,Port Jeremyberg,5.61,14.87,No,No,None,None,Complete,None,684.21,Wallet,21.8,4.5,4.7,DID12GWKNEP,3.01,1.0
2025-05-17,03:54:48,BID1JPM2EW0,CIDGHFNKXA2,Completed,SUV,Seanburgh,Andreachester,22.92,8.38,No,No,None,None,Complete,None,593.1,Wallet,35.41,4.4,3.1,DIDXU6H5QWV,4.27,1.2
2024-07-31,00:43:44,BID58BLXS9F,CID14N5QH3Y,Completed,Mini,Jonathanland,East Ashley,29.43,12.97,No,No,None,None,Complete,None,137.24,Wallet,37.48,4.6,4.9,DIDMGQMXFS2,16.47,1.5
2024-10-21,07:06:49,BIDRM6H7RIN,CIDYS6N1F3A,Completed,Sedan,Christinafurt,Davisland,18.56,2.99,No,No,None,None,Complete,None,799.7,Wallet,37.49,4.5,4.5,DID439I4LOP,10.64,2.0
2025-03-01,16:29:50,BIDINQ10MTL,CIDPPFSI7B7,Completed,Auto,East Austinberg,Port Jeremyberg,22.14,5.19,No,No,None,None,Complete,None,71.37,Net Banking,2.7,4.1,4.4,DIDBGNODWZF,9.34,1.0
2025-01-11,22:01:59,BIDQ33TPQYS,CIDKX1TXB9Z,Completed,SUV,Mcmahonbury,West Douglas,18.61,3.91,No,No,None,None,Complete,None,634.17,Credit Card,24.58,3.9,4.0,DIDCH0SU25L,7.62,1.2
2024-11-18,22:21:47,BIDFLCQLJW9,CID9LVTK4F0,Completed,Sedan,Martinezmouth,Port Carltown,15.49,13.64,No,No,None,None,Complete,None,605.03,Net Banking,5.63,3.7,3.9,DID99CG0T0A,11.33,1.0
2025-04-27,08:50:22,BIDBVQ0ZD7O,CIDPN0VYYC4,Completed,Auto,Aguirrefort,New Robert,12.03,12.98,No,No,None,None,Complete,None,259.6,Wallet,14.07,3.9,4.7,DIDJC7C0HRJ,1.56,2.0
2025-02-14,05:15:57,BIDDSIJHE4T,CID2QL612VK,Cancelled,Auto,Kevinhaven,Davisland,23.28,2.02,Yes,No,Driver delayed,None,Complete,None,125.59,UPI,21.08,3.7,3.9,DIDP8UVW98G,13.44,2.0
2024-12-22,13:11:06,BIDDC5RXE0A,CIDDZXUA4T0,Completed,Bike,Gibsonport,East Christopher,6.81,9.39,No,No,None,None,Complete,None,672.99,Wallet,18.64,3.1,3.5,DIDEW4L110G,14.75,1.0
2024-07-04,13:00:44,BIDIEPYMGS9,CIDFRWFDODT,Cancelled,SUV,Davisland,New Harold,16.43,1.91,No,Yes,None,Other,Complete,None,688.98,Net Banking,32.69,4.2,3.0,DID7I7HOHNI,8.96,2.0
2025-01-28,10:21:32,BID9M93LZQU,CIDHORGJ92D,Cancelled,Bike,Stanleyton,Kennethburgh,8.5,12.85,Yes,No,Driver delayed,None,Complete,None,304.44,Wallet,46.01,3.8,4.2,DIDXJNWWX5J,6.1,1.5
2024-08-07,19:34:10,BIDZMGO4QK6,CIDAYPW9TII,Completed,Mini,Clineburgh,Lake Matthewville,17.72,13.5,No,No,None,None,Complete,None,125.82,Net Banking,12.32,3.2,4.9,DIDGHTK436T,12.4,1.2
2025-02-21,23:39:52,BIDNRQE7GGT,CID0LM9A3Z5,Incomplete,Mini,Port Carltown,Samuelbury,11.73,7.63,No,No,None,None,Incomplete,Vehicle issue,81.04,Net Banking,48.84,3.1,3.3,DID1RXXNTRO,1.66,1.5
2024-07-31,10:25:22,BIDKI8LG2OT,CIDV92XBBTH,Cancelled,Bike,Cherylhaven,Christinafurt,15.07,7.16,No,Yes,None,Personal emergency,Complete,None,249.83,Cash,12.07,4.5,4.5,DIDYXSFPOX5,13.83,2.0
2025-01-29,16:53:09,BIDGC5DSFH6,CIDS0Q06QM7,Completed,Auto,Robertsmouth,West Douglas,23.04,5.33,No,No,None,None,Complete,None,676.03,Wallet,21.27,4.8,4.1,DID45XJEUGX,3.74,1.0
